"finding_id","evaluator(s)","merged_from","merged_finding_ids","artefact","doc_type","engagement_type","section_ref","severity","category","title","evidence_quote_or_observation","expected","framework_refs","recommendation_text","effort","owner_hint","confidence"
"lifecycle-rtmeth-002","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-002; lifecycle-rtmeth-005; lifecycle-rtmeth-006; lifecycle-rtmeth-008; lifecycle-rtmeth-009; lifecycle-rtmeth-020","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","(document-wide)","high","completeness-gap","Codename convention (mandatory codename, fictional-character theme for Exercises and Operations) is absent","<missing> — the methodology contains no mention of codename assignment, naming convention, or codename register. Threat Profile examples (Autobank, Blueheart, Cybersnake, Simplesam) are profile names, not engagement codenames.","The methodology must require a codename for every engagement and prescribe the fictional-character theme (movies/TV/books) for Exercises and Operations, while noting Threat Scenarios use a separate convention.","PTES:PTES Pre-engagement Interactions; TIBER-EU:TIBER-EU v2 (general) Preparation phase (Engagement identification artefacts (e.g. engagement letter) are part of Preparation.); MITRE-ATTACK:ATT&CK TTP mapping (general) (Hunt hypotheses are typically expressed against ATT&CK techniques.); TIBER-EU:TIBER-EU v2 (general) Closure — knowledge sharing; NIST-800-115:NIST SP 800-115 §6 Post-test activities; DORA:DORA Art.17 (ICT-related incident management) — supporting role (Memory cite — verify against live text.); PTES:PTES Reporting; NIST-800-115:NIST SP 800-115 §6 Reporting; MITRE-ATTACK:ATT&CK Navigator / Technique mapping; TIBER-EU:TIBER-EU v2 (general) Closure — remediation planning; PTES:PTES Post-engagement; TIBER-EU:TIBER-EU v2 (general) — actors (TCT, CT, WT, TI, RT); PTES:PTES Pre-engagement Interactions — Roles","Add a 'Codename Assignment' section to the methodology stating: every engagement (Exercise/Operation/Threat Scenario) is assigned a codename before authorization; Exercises and Operations follow the fictional-character theme; Threat Scenarios follow the team's alternative convention. Reference the codename register.","S","Red team lead","low"
"lifecycle-rtmeth-004","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-rtmeth-004; tdora-rtmeth-011","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Introduction (Purple Team paragraph)","high","ambiguity","Purple-teaming close-out described as conditional collaboration, not as a mandatory close-out for every engagement","'These collaboration can happen as the output of each of the other type of Red Team engagements (Threat Scenarios, Operations or Exercises)…' — phrasing is permissive ('can happen'), not mandatory.","The methodology should state unambiguously that a purple-team close-out (replay + control mapping with the blue team) is mandatory at the close of every Exercise, Operation and Threat Scenario.","TIBER-EU:TIBER-EU v2 (general) Closure — replay / 360° feedback (TIBER mandates a replay step as part of Closure.); PTES:PTES Reporting / Post-engagement","Replace 'can happen' with explicit mandate: 'A purple-team close-out is required at the end of every Exercise, Operation and Threat Scenario. The Purple Teaming Process document defines the replay format, attendee list, alert/log correlation matrix, and improvement backlog.'","S","Red team lead / Purple team","high"
"lifecycle-rtmeth-007","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-007","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","(document-wide); Threat Planning","high","scope-gap","Physical scope not addressed in the methodology despite being explicitly in the team's remit","<missing> — apart from a single mention of 'physical access to buildings/equipment' in the Threat Perspective table, the methodology does not address physical engagement scope, controls, or rules. There is no cross-reference to the PhysicalSocial process.","The methodology should state that physical scope is in remit, summarise the controls (authorization escalation, badge/photo handling, safety, on-site coordination), and cross-reference the PhysicalSocial process document.","OSSTMM:OSSTMM Physical Security Testing channel; PTES:PTES Intelligence Gathering / Physical","Add a 'Physical scope' subsection that confirms physical assessments are in scope, identifies the additional sign-offs required (site/facility owner, Legal), and references the PhysicalSocial Process document and questionnaire.","S","Red team lead","high"
"lifecycle-rtmeth-014","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-014","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Scoping","high","completeness-gap","Scoping section is a 4-bullet capability checklist; lacks asset/criticality scoping, exclusions, and target selection method","Scoping section in full: 'Can the Red Team perform these actions / Access to zero-days? / Does the team have the required skills/knowledge to emulate an attack in the same timeframe. / Scope the engagement with same staff and time parameters'. It addresses team capability, not what is in scope.","A Scoping section in a methodology should describe how scope is set: critical/important functions, in-scope and out-of-scope assets/networks/identities, time windows, blue-team awareness, and the scoping artefact that captures it.","TIBER-EU:TIBER-EU v2 (general) Preparation — scoping document; DORA-TLPT:DORA Art.26 (general) — critical/important functions in scope; PTES:PTES Pre-engagement Interactions — Scope","Rewrite the Scoping section to describe how scope is determined and recorded: identification of critical/important functions, in-scope and explicitly out-of-scope assets, identities and networks, time windows, blue-team-awareness rule per engagement type, and scoping document template. The current 'capability checklist' content should be moved to a separate 'Engagement feasibility' subsection.","M","Red team lead","high"
"tdora-rtmeth-001","tiber-dora-alignment","tiber-dora-alignment","tdora-rtmeth-001","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","exercise","Introduction (Red Team Exercises paragraph)","high","regulatory-misalignment","Methodology calls Exercises 'TIBER-Like' without committing to the TIBER-EU phase model or DORA TLPT requirements","'Red Team Exercises, are full Red Team engagements, well-planned and TIBER-Like.' The doc mentions TIBER once and never uses the words TIBER-EU, TLPT, DORA, control team, white team, threat intelligence provider, attestation, lead overseer, mutual recognition, or competent authority.","If Exercises are positioned as TIBER-EU / DORA TLPT, the methodology must adopt the TIBER-EU phase model (Preparation, TI, RTT, Closure) and DORA TLPT actor model. If they are not, the doc must say so plainly to avoid implying regulator alignment that does not exist.","TIBER-EU:TIBER-EU v2 (general) — phase model; DORA-TLPT:DORA Art.26 (general) — advanced testing based on TLPT","Replace 'TIBER-Like' with one of two precise positions: (a) Exercises are run as TIBER-EU / DORA TLPT and follow the prescribed phases, actors, and artefacts (cross-reference per-NCA TIBER-XX guidance); or (b) Exercises are inspired by TIBER-EU but do not satisfy DORA Art.26 / TLPT — and remove any implication that they do. Verify against the live TIBER-EU v2 framework text and the relevant national TIBER-XX implementation.","M","Red team lead / Risk & Compliance","low"
"tdora-rtmeth-003","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-rtmeth-013; tdora-rtmeth-003","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Threat Planning","high","completeness-gap","Threat Intelligence phase: no Targeted Threat Intelligence (TTI) report, no independent TI provider, no scenario-derivation method","Threat Planning lists guiding questions and four legacy threat-profile examples (Autobank, Blueheart, Cybersnake, Simplesam — clearly inspired by SCYTHE / public material) without a TTI report deliverable, without an independent TI provider, and without explaining how Euronext-specific scenarios are derived for a given engagement.","TIBER-EU requires a Targeted Threat Intelligence report produced by an independent TI provider (or by a function that meets equivalent independence under DORA). The methodology must require this artefact and describe scenario derivation from TTI.","MITRE-ATTACK:ATT&CK Enterprise — Tactics & Techniques; TIBER-EU:TIBER-EU v2 (general) Threat Intelligence — TTI report; DORA-TLPT:DORA Art.26/Art.27 (general); RTS on TLPT — TI provider requirements (Memory cite — verify.)","Add a Threat Intelligence phase that requires a Targeted Threat Intelligence report, names the provider/function (with independence criteria), and shows how TTI drives scenario selection. Replace or supplement the legacy threat profiles with Euronext-specific, FMI-sector-relevant TTPs.","L","Threat intel / Red team lead","low"
"tdora-rtmeth-007","tiber-dora-alignment","tiber-dora-alignment","tdora-rtmeth-007","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Forbidden Attacks; OPSEC","high","safety-or-opsec","Risk management of the test itself: no kill-switch, no rollback / safe-harbour clauses, no formal indemnity for testers","Forbidden Attacks states DoS-causing attacks are 'strictly forbidden' and that exploits should be lab-tested first. There is no kill-switch, no escalation/abort criteria, no rollback procedure for persistence implants, and no safe-harbour / indemnity language for testers.","TIBER-EU requires risk management of the test itself: kill-switch, rollback, safe harbours and indemnities. DORA mandates that the test does not jeopardise the institution's resilience.","TIBER-EU:TIBER-EU v2 (general) — RTT risk management; DORA-TLPT:DORA Art.26 (general); RTS on TLPT — controlled execution (Memory cite — verify.)","Add a 'Test risk management' subsection: kill-switch ownership, abort criteria, rollback expectations for persistence/registry artefacts, safe-harbour / indemnity language for testers. Reference the RoE template.","M","Red team lead / Legal & Risk","low"
"tdora-rtmeth-008","tiber-dora-alignment","tiber-dora-alignment","tdora-rtmeth-008","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","OPSEC / Data Handling","high","regulatory-misalignment","Data Handling references US 'Privacy of Information Act (PIA)' — no GDPR / DORA legal basis cited","'…will not intentionally compromise Privacy of Information Act (PIA), medical, justice, worship or religious pursuit, or any other protected or privileged information that may fall into one of the following categories…' followed by 'Personal confidential data / Business confidential data / Financial confidential data / Regulated data'.","An EU-regulated FMI's red team methodology must cite GDPR (and applicable national data-protection law) as the legal basis for handling personal/confidential data encountered during testing, plus any DORA / TIBER-EU data-handling expectations. References to a US-style 'Privacy of Information Act' are incorrect for the operating jurisdictions.","DORA:DORA — data handling during testing (general) (Memory cite — verify.); TIBER-EU:TIBER-EU v2 (general) — data protection during the test; OTHER:GDPR (Reg. (EU) 2016/679) Art.5/Art.6/Art.9 — lawful basis and special categories","Replace the 'Privacy of Information Act (PIA)' reference with GDPR (and the applicable national data-protection law where engagements occur) and align the data categories with the lawful-basis and special-category framing. Where engagements are TIBER-EU framed, add a reference to the framework's data-handling expectations.","S","Legal & Privacy / Red team lead","high"
"tdora-rtmeth-009","tiber-dora-alignment","tiber-dora-alignment","tdora-rtmeth-009","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Scoping","high","missing-control","Scoping does not reference DORA 'critical or important functions' nor commit to live-production testing under controls","Scoping section reads in full: 'Can the Red Team perform these actions / Access to zero-days? / Does the team have the required skills/knowledge to emulate an attack in the same timeframe. / Scope the engagement with same staff and time parameters'. No reference to critical/important functions, in-scope production systems, or DORA-driven scope criteria.","TIBER-EU and DORA TLPT require scope to be tied to the institution's critical or important functions and to include live production systems under controls. The methodology must reference this concept and describe how scope is mapped to those functions.","DORA-TLPT:DORA Art.26 (general); RTS on TLPT — scope based on critical/important functions (Memory cite — verify.); TIBER-EU:TIBER-EU v2 (general) Preparation — scoping to critical functions","Rewrite Scoping to reference Euronext's register of critical / important functions, describe how scope is derived from them, and confirm that production systems are in scope under controlled conditions. Verify the wording against DORA Art.26 and the RTS on TLPT.","M","Red team lead / Risk & Compliance","low"
"lifecycle-research-002","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-002","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Process Overview / Deep Dive Research / Capability Development","high","missing-control","Hypothesis-to-validation lifecycle lacks an explicit lab/sandbox environment and authorization gate","""The assigned operator must reproduce and validate the techniques, perform environment-specific testing and analysis of detection and control impacts."" The text says ""environment-specific testing"" but never names a lab, sandbox, isolated tenant, or non-production network; nor does it describe an authorization gate before techniques are reproduced.","Explicit requirement that reproduction and validation happen in a named isolated lab/sandbox, with an authorization gate (and pre-approval for any test that touches prod-like infrastructure or customer-representative data).","NIST-800-115:NIST SP 800-115 §3 (Planning) and §4 (Execution) - test environment and authorization (NIST 800-115 requires test environments and written authorization to be established before technique execution.); PTES:PTES Pre-engagement Interactions - Authorization & test environment","Add a 'Lab & Authorization' subsection requiring techniques be first reproduced in a named isolated lab, with documented authorization (and a stricter gate for any reproduction that needs prod-like or production data).","M","Red team lead","high"
"lifecycle-research-003","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-003; lifecycle-research-010","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Capability Development","high","missing-control","No legal / IP / responsible-disclosure review for capabilities derived from external research","""This step must output either a new tool, PoC or enhance existing tooling."" and ""New capabilities developed must be added on the RT Tool Repository, with clear documentation and usage guidance, linked research references, OPSEC and detection notes."" No mention of legal review, IP / licensing checks on third-party code, vendor-side responsible disclosure, or restrictions on publishing capabilities.","Explicit IP / licensing / legal-review checkpoint before a capability is committed to the Tool Repository, plus a responsible-disclosure decision (notify vendor / coordinate publication) when a 0-day or non-public weakness is involved.","OSSTMM:OSSTMM Rules of Engagement - Legality & Disclosure (OSSTMM requires that legality of methods and disclosure handling be agreed before capability is used.); OTHER:ISO/IEC 29147 (Vulnerability disclosure) (Reference standard for coordinated/responsible disclosure when research touches third-party products.); PTES:PTES Reporting / Tooling maintenance (PTES expects tooling to be maintained and decommissioned in a controlled way.)","Add a Legal/IP review gate to Capability Development covering third-party-code licensing, customer/vendor disclosure obligations, and a documented decision to publish, embargo, or keep internal.","M","Legal/Risk + Red team lead","high"
"lifecycle-research-005","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-005","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Capability Development / Red Team Engagements","high","completeness-gap","Handover from Research to Engagement playbooks is implicit and not gated","""This is the general Red Team Process that is followed in parallel with the research efforts documented in this process. Following this documentation, the RT Operators should consume the research knowledge contained in the Research Repository and use the tools documented in the Tools Repository as described above."" There is no formal handover artefact, no requirement that Exercise/Operation/Threat-Scenario playbooks be updated when a Capability lifecycle state changes, and no acceptance criteria for promoting Experimental -> Operational.","An explicit research-to-engagement handover step: criteria to promote a tool from Experimental to Operational (lab evidence, OPSEC sign-off, detection notes), and a requirement to update engagement playbooks / catalogues when new tradecraft is released.","PTES:PTES Post Exploitation / Reporting - tradecraft maintenance (PTES expects documented, repeatable tradecraft fed into engagements.); MITRE-ATTACK:ATT&CK technique mapping as the canonical handover schema","Define promotion criteria from Experimental -> Operational and require a 'tradecraft release note' that updates Exercise / Operation / Threat-Scenario playbooks and the ATT&CK technique map when a new capability lands.","M","Red team lead","high"
"lifecycle-research-007","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-007","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Feeback & Purple Teaming","high","completeness-gap","Research methodology silent on threat-hunt hypothesis generation as a deliberate output","""During this step the operators must analyse what worked and what didn't work, identifying where the tools failed and where there was a knowledge gap that needs to be addressed in future research."" No explicit step that turns Deep-Dive findings or Capability detections into threat-hunt hypotheses for the blue team.","Explicit step where Deep-Dive notes (Detection considerations) and capability OPSEC notes are converted into threat-hunt hypotheses and lodged with blue team / threat-hunt function.","MITRE-ATTACK:ATT&CK / TTP-driven hunting model (Hunt hypotheses are conventionally generated from technique-level research.); TIBER-EU:TIBER-EU v2 Closure - knowledge sharing (Knowledge sharing with defenders is a regulator-aligned pattern.)","Add a 'Threat-hunt hypothesis output' artefact to Deep Dive and Capability Development; require it to be shared with the threat-hunt function on a defined cadence.","S","Red team lead + Threat hunt","high"
"lifecycle-research-008","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-008","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Scope & Applicability / Process Overview","high","completeness-gap","Adjacent remit not addressed: research input to IR runbooks and to threat-hunting during external tests / live incidents","Scope mentions ""Incidents or control observations"" as an input but the process body never describes how incident learnings flow into Research, nor how Research outputs are fed into IR runbooks, into threat-hunt support during external tests run against the institution, or into threat-hunt support during live incidents. <missing> for these three adjacent-remit flows.","Explicit description of how research outputs feed IR runbooks, support threat hunting during external red team tests against the institution, and support threat hunting during live incidents.","NIST-800-115:NIST SP 800-115 §6 (Post-Testing) - feedback into operational defence (Captures the expectation that test outputs feed defensive operations.); OTHER:NIST SP 800-61r2 (IR) - playbook updates from offensive research","Add a section describing the three adjacent-remit flows: research -> IR runbook updates, research / RT support during external assessments, research / RT support during live incidents - including triggers and owners.","M","Red team lead + IR lead","high"
"lifecycle-physoc-001","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physoc-001; lifecycle-physoc-010","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","document-wide","high","scope-gap","Physical/social process is not linked to the Exercise / Operation / Threat-Scenario engagement taxonomy","The document defines its own assessment ladder (Questionnaire / Physical Audit / Physical Pentest) keyed to a criticality table, but never states how a Physical Pentest plugs into an Exercise, an Operation or a Threat Scenario, or how a physical leg can be embedded in any of them. A confusing 'Figure 1 - Threat Scenarios Phases' label appears under the 'Physical Pentest' heading without explanation: ""This type of assessment should mimic a real threat actor attempting to breach the location premisses to achieve their objectives without being detected. To achieve this the Operators should adhere to the process described in this Section / Figure 1 - Threat Scenarios Phases"".","An explicit section that states when physical and social engineering is layered into an Exercise, when it is run as a stand-alone Operation, and when it is demonstrated as part of a Threat Scenario, with the corresponding stealth posture for each.","PTES:PTES Pre-engagement Interactions / Intelligence Gathering (PTES treats physical as a vector inside the same lifecycle as cyber engagements, not a parallel track.); OSSTMM:OSSTMM 3 - Physical Security Testing (PHYSSEC) (OSSTMM positions physical channel testing inside the wider security testing methodology.); NIST-800-115:NIST SP 800-115 §3.3 Legal Considerations; TIBER-EU:TIBER-EU v2 - cross-border / mutual recognition (general) (Confidence low - quoting from memory; verify.)","Add a 'Relationship to engagement types' section that maps Physical Pentest / Audit / Questionnaire to Exercise, Operation and Threat Scenario, clarifies the stealth posture in each, and removes or relabels the 'Figure 1 - Threat Scenarios Phases' caption so it does not imply a Threat Scenario when the section describes a stealthy Pentest.","M","Red team lead","high"
"lifecycle-physoc-002","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physoc-002","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Physical Pentest / Planning","high","completeness-gap","No codename assignment or fictional-character theme requirement","<missing> - the word 'codename' does not appear anywhere in the document; planning, scope, weaponization, execution and report sections never reference an engagement codename or naming convention.","An explicit step in Planning that assigns a codename per the Euronext convention (known fictional characters from movies / TV / books for Exercises and Operations) before authorization is signed.","PTES:PTES Pre-engagement Interactions","Add a 'Codename' subsection to Planning requiring assignment of a unique codename per the team's theme convention and recording it on the Get-out-of-jail letter and the engagement register.","S","Red team lead","high"
"lifecycle-physoc-006","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-physoc-006; lifecycle-physoc-011; tdora-physoc-003","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Physical Pentest / Planning","high","missing-control","Authorization chain is limited to Local CISO + Local Facilities Manager - no Legal, HR, Group Security or law-enforcement liaison","""This is a formal letter that is signed and agreed upon by both the person authorizing the tests (usually the Local CISO) and a person that is recognizable by Local Facilities teams (usually the Local Facilities Manager)."" No mention of Legal sign-off, HR notification, Group Security, building landlord (in shared premises) or a pre-notification to local law-enforcement / national CSIRT where required.","A documented multi-party authorization chain that involves at minimum Legal, HR (operators are employees acting in role), Group Security / Risk, and a recorded notification path to landlord/building security and, where mandated, local law enforcement liaison.","TIBER-EU:TIBER-EU v2 Preparation - White Team / Control Team composition; NIST-800-115:NIST SP 800-115 §3.3 Legal Considerations; OSSTMM:OSSTMM HUMSEC / PHYSSEC operator controls; NIST-800-115:NIST SP 800-115 §3 Rules of Engagement; TIBER-EU:TIBER-EU v2 - White Team and Control Team roles; DORA-TLPT:DORA Art.26 / RTS on TLPT - Control Team and communications with authorities (general) (Confidence low - quoted from memory; verify the live RTS clause.)","Expand authorization to require: Legal counter-signature, HR acknowledgement, Group Security awareness, landlord/building-security notification where premises are shared, and a documented decision on local law-enforcement pre-notification per jurisdiction.","M","Legal/Risk + Red team lead","high"
"lifecycle-physoc-008","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physoc-008; lifecycle-physoc-012","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Physical Pentest / Planning / Scope","high","missing-control","No social-engineering rules: targeting limits, pretext approval, recording legality, executive carve-outs","""If no weaknesses in the technical controls and processes are found, the Operators will move to Social Engineering techniques, and test the general awareness of the location's employees. This might include Social Engineer the reception workers or other company employees to trick them and enter with their approval."" No statement on out-of-scope targets (executives, works council members, persons known to be vulnerable), no pretext-approval workflow, no rule on whether audio/video may be recorded covertly, and no jurisdictional check on the legality of one-party / two-party consent.","A 'Social engineering rules' subsection covering: which categories of staff are out-of-scope without separate sign-off, mandatory pre-approval of pretexts, explicit policy on covert audio/video recording with per-jurisdiction legal check, and post-engagement deletion rules.","OSSTMM:OSSTMM HUMSEC channel; NIST-800-115:NIST SP 800-115 §3.3 Legal Considerations; OSSTMM:OSSTMM PHYSSEC scope and safety rules","Add a Social-engineering rules subsection covering target carve-outs, pretext approval, audio/video recording legality per jurisdiction, sock-puppet account governance and post-engagement decommissioning.","M","Legal/Risk + Red team lead","high"
"lifecycle-physoc-009","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-physoc-009; tdora-physoc-008","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Physical Pentest / Execution","high","missing-control","No data-handling rules for material acquired during the engagement (photos, building maps, credentials, badge clones)","""This might include card cloning, lock picking, window climbing, tailgating, or just simply abusing weak access controls"" and ""This might include connecting a rogue device to exposed ethernet ports, dropping rubber duckies or installing any other type of implants at the location"". The document does not say how cloned card data, photos of internal areas, internal documents seen on desks, or captured credentials are stored, encrypted, retained or destroyed.","A data-handling section: encryption-at-rest of photos and captured creds, retention windows, secure destruction at engagement close, GDPR lawful-basis statement (documenting that personal data may incidentally be captured).","TIBER-EU:TIBER-EU v2 - data protection during testing; DORA-TLPT:DORA Art.26 / RTS on TLPT - data protection of test artefacts (general) (Confidence low - cite from memory; verify against published RTS.); NIST-800-115:NIST SP 800-115 §6 Test Data Handling; TIBER-EU:TIBER-EU v2 risk management of the test; DORA-TLPT:DORA Art.26 / RTS on TLPT - risk management of the test (general) (Confidence low - cited from memory.); NIST-800-115:NIST SP 800-115 §6 Cleanup","Add a 'Data handling and evidence custody' subsection prescribing encryption, access control, retention, secure destruction, and GDPR lawful-basis text for material captured during physical/social testing.","M","Legal/DPO + Red team lead","high"
"tdora-physoc-001","tiber-dora-alignment","tiber-dora-alignment","tdora-physoc-001; tdora-physoc-006; tdora-physoc-007","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","document-wide","high","regulatory-misalignment","Physical and social engineering is run as a parallel track, not integrated with TIBER-EU / DORA TLPT","<missing> - the document never mentions TIBER, TIBER-EU, TLPT, DORA, control team, white team, threat intelligence provider, attestation, lead overseer or competent authority. Physical assessments are keyed to an internal Maturity / Criticality model only.","An explicit statement of the relationship to TIBER-EU and DORA TLPT: that physical attack vectors are an allowed leg of a TLPT, and how a Physical Pentest plugs into the same TI-driven scenarios, control-team oversight and attestation pathway as the cyber leg.","TIBER-EU:TIBER-EU v2 - allowed attack vectors include physical and social engineering (general) (Confidence low - cited from memory; verify against the live TIBER-EU v2 framework text.); DORA-TLPT:DORA Art.26 / RTS on TLPT - scope of TLPT covers people/processes, not only technology (general) (Confidence low - cited from memory; verify against published RTS on TLPT.); DORA-TLPT:DORA Art.27 - requirements for testers; TIBER-EU:TIBER-EU v2 - RT provider procurement; TIBER-EU:TIBER-EU v2 mutual recognition / cross-border (general) (Confidence low - cited from memory; verify with current TIBER-EU mutual-recognition guidance.); DORA-TLPT:DORA RTS on TLPT - cross-border / lead-authority designation (general) (Confidence low - cited from memory; verify against published RTS.)","Add a 'TIBER-EU / DORA TLPT alignment' section that (a) confirms physical and social vectors are eligible legs of a TLPT, (b) specifies that when run under TLPT the TI-derived scenarios drive the physical pretexts and objectives, and (c) routes the physical leg through the same control-team / white-team and attestation pathway as the cyber leg. Verify the exact framework text before publication.","M","Red team lead","low"
"tdora-physoc-004","tiber-dora-alignment","tiber-dora-alignment","tdora-physoc-004","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Physical Pentest / Planning / Weaponization","high","completeness-gap","No Targeted Threat Intelligence input drives physical scenarios","""Before carrying out the execution of the Physical Penetration test, the Operators need to prepare the physical hardware and social engineering scenarios. This includes, but not limited to, having hardware implants to leave on the office location attached to ethernet ports, Rubber Duckies to leave around the office, card cloning technologies to test the access controls used by employees."" Scenarios are picked from a generic toolbox; there is no TTI-driven actor profile, no link to specific threat-actor TTPs, and no reference to a TI provider.","Under TLPT, physical and social scenarios are derived from a Targeted Threat Intelligence report identifying credible threat actors and their TTPs. Even outside TLPT, anchoring scenarios to specific threat actors strengthens the audit trail.","TIBER-EU:TIBER-EU v2 Threat Intelligence phase / TTI report; DORA-TLPT:DORA Art.26-27 - threat intelligence provider role (general) (Confidence low - quoted from memory.); MITRE-ATTACK:MITRE ATT&CK ICS / Enterprise Initial Access (e.g. T1200 Hardware Additions, T1078 Valid Accounts)","Add a step that, when running under TLPT, the physical scenarios and pretexts are derived from a TTI report from an independent TI provider and mapped to MITRE ATT&CK techniques.","M","Threat intel + Red team lead","medium"
"tdora-physoc-009","tiber-dora-alignment","tiber-dora-alignment","tdora-physoc-009","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","document-wide","high","missing-control","No GDPR lawful-basis statement for personal data captured during physical and social testing","""They will also try to understand the employees' habits to find weaknesses in the controls and processes in places."" and ""Sock Puppet accounts and interact with employees of the location"". Surveillance of employees, recording of social interactions and capture of personal data are foreseeable, but the document carries no GDPR lawful-basis statement, no DPIA reference and no retention/destruction rule.","A GDPR section documenting the lawful basis (e.g. legitimate interests with appropriate safeguards), reference to a DPIA, retention windows, secure destruction and the position on covert audio/video recording per jurisdiction.","DORA-TLPT:DORA Art.26 - data protection during TLPT (general) (Confidence low - quoted from memory; verify.); TIBER-EU:TIBER-EU v2 - data protection considerations; OTHER:GDPR (EU) 2016/679 Articles 6, 35","Add a GDPR / data-protection section covering lawful basis, DPIA, retention, deletion and per-jurisdiction position on recording. Engage the DPO before next physical test.","M","Legal / DPO","medium"
"lifecycle-physocq-002","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physocq-002; lifecycle-physocq-004","inputs/Physical & Social/PhysicalSocial_Questionnaire_Process_v1.0.docx","template","cross-cutting","Questionnaire","high","completeness-gap","No questionnaire owner, distribution authority, or response custodian identified","""The Physical Questionnaire is periodically sent to all offices depending on their critically according to the company CMDB."" — the document never names who issues it, who reviews responses, who escalates findings, or where responses are stored.","A named role (e.g. Red Team Lead or Physical Security Lead) for issuing, receiving, validating and retaining responses, plus a defined storage location (system + access control) and review SLA.","PTES:PTES Pre-engagement — roles, responsibilities and contacts (Pre-engagement scoping requires named owners and points of contact.); OSSTMM:OSSTMM Process — Posture Review (custody of evidence); OSSTMM:OSSTMM Risk Assessment Values (RAV) — reproducible, parameterised scoring","Add an 'Ownership and Custody' section naming the questionnaire owner, the office-side respondent role, the central reviewer, the storage repository (with access controls), and the response SLA.","S","Red team lead","high"
